datetime,count
2011-01-20 00:00:00,54.34825825372143
2011-01-20 01:00:00,54.616919698743665
2011-01-20 02:00:00,57.143556222509694
2011-01-20 03:00:00,61.07336037307161
2011-01-20 04:00:00,63.89867867734202
2011-01-20 05:00:00,61.702578799929896
2011-01-20 06:00:00,62.32209325652172
2011-01-20 07:00:00,68.78743200491166
2011-01-20 08:00:00,72.94083276844395
2011-01-20 09:00:00,86.96176712506603
2011-01-20 10:00:00,91.20365319588208
2011-01-20 11:00:00,110.31379706817911
2011-01-20 12:00:00,124.6930473685803
2011-01-20 13:00:00,121.03206655812933
2011-01-20 14:00:00,132.03921777554797
2011-01-20 15:00:00,145.03269212200985
2011-01-20 16:00:00,138.4845942596935
2011-01-20 17:00:00,146.20010083096997
2011-01-20 18:00:00,130.8158089613001
2011-01-20 19:00:00,126.62668484683326
2011-01-20 20:00:00,137.81100958081598
2011-01-20 21:00:00,138.27758675565596
2011-01-20 22:00:00,135.9153328853671
2011-01-20 23:00:00,143.64057069711475
2011-01-21 00:00:00,48.0680491123981
2011-01-21 01:00:00,50.291727950081786
2011-01-21 02:00:00,36.68229121572096
2011-01-21 03:00:00,35.63666075518741
2011-01-21 04:00:00,46.83094810060486
2011-01-21 05:00:00,62.465706757563844
2011-01-21 06:00:00,66.18734177046078
2011-01-21 07:00:00,69.15819948710205
2011-01-21 08:00:00,76.28408641765462
2011-01-21 09:00:00,76.98361702059512
2011-01-21 10:00:00,84.73111225860113
2011-01-21 11:00:00,97.90658474205571
2011-01-21 12:00:00,122.2167387995259
2011-01-21 13:00:00,129.59092077611487
2011-01-21 14:00:00,128.17740501009646
2011-01-21 15:00:00,121.61124947708564
2011-01-21 16:00:00,126.67433964473783
2011-01-21 17:00:00,125.23812708793038
2011-01-21 18:00:00,122.85882695995232
2011-01-21 19:00:00,128.69552706931998
2011-01-21 20:00:00,126.45214340542077
2011-01-21 21:00:00,119.33116742007479
2011-01-21 22:00:00,115.81565912454302
2011-01-21 23:00:00,125.41054030872732
2011-01-22 00:00:00,39.198895655767814
2011-01-22 01:00:00,46.16614601161405
2011-01-22 02:00:00,48.35452790278648
2011-01-22 03:00:00,50.932250253899454
2011-01-22 04:00:00,47.89735643731156
2011-01-22 06:00:00,54.65954271448338
2011-01-22 07:00:00,52.8516790288177
2011-01-22 08:00:00,54.986415029116266
2011-01-22 09:00:00,61.46331595926825
2011-01-22 10:00:00,70.21169581419319
2011-01-22 11:00:00,78.04973186087904
2011-01-22 12:00:00,83.69217613360169
2011-01-22 13:00:00,88.80087289331317
2011-01-22 14:00:00,96.0391416003882
2011-01-22 15:00:00,107.24614644576003
2011-01-22 16:00:00,115.3910571538361
2011-01-22 17:00:00,123.04193671771367
2011-01-22 18:00:00,107.53864124409596
2011-01-22 19:00:00,112.77039422394257
2011-01-22 20:00:00,101.44443513489094
2011-01-22 21:00:00,112.39698675729217
2011-01-22 22:00:00,110.87683823225699
2011-01-22 23:00:00,98.87642419749739
2011-01-23 00:00:00,34.943897321632384
2011-01-23 01:00:00,36.56043900400043
2011-01-23 02:00:00,35.23944169910598
2011-01-23 03:00:00,36.86965557724482
2011-01-23 05:00:00,47.30131752386536
2011-01-23 06:00:00,49.48952654658699
2011-01-23 07:00:00,51.59240848600116
2011-01-23 08:00:00,49.15590323444469
2011-01-23 09:00:00,60.85204301016788
2011-01-23 10:00:00,74.91209782352654
2011-01-23 11:00:00,80.4814484246209
2011-01-23 12:00:00,95.0980754540686
2011-01-23 13:00:00,98.59669371454486
2011-01-23 14:00:00,113.73191234592008
2011-01-23 15:00:00,118.99327100979168
2011-01-23 16:00:00,126.34188774740394
2011-01-23 17:00:00,127.33283305177298
2011-01-23 18:00:00,123.35904004820644
2011-01-23 19:00:00,129.93516370271476
2011-01-23 20:00:00,122.2706359990226
2011-01-23 21:00:00,126.2236321673121
2011-01-23 22:00:00,124.79252965678812
2011-01-23 23:00:00,120.98722689814683
2011-01-24 00:00:00,42.29975373189018
2011-01-24 01:00:00,40.93923932569019
2011-01-24 03:00:00,44.71254592886934
2011-01-24 04:00:00,44.625195780229795
2011-01-24 05:00:00,46.68960457809785
2011-01-24 06:00:00,49.126231791433476
2011-01-24 07:00:00,52.791356670320816
2011-01-24 08:00:00,56.60552575530633
2011-01-24 09:00:00,66.82186980007612
2011-01-24 10:00:00,70.81489811411657
2011-01-24 11:00:00,72.02232092532847
2011-01-24 12:00:00,89.14834210745478
2011-01-24 13:00:00,94.73552802177379
2011-01-24 14:00:00,95.98795504866666
2011-01-24 15:00:00,102.96144657667942
2011-01-24 16:00:00,100.39505084909554
2011-01-24 17:00:00,96.68243566701342
2011-01-24 18:00:00,92.08089475232046
2011-01-24 19:00:00,102.54108939522884
2011-01-24 20:00:00,100.79747508373953
2011-01-24 21:00:00,101.94582479297047
2011-01-24 22:00:00,114.91200946387423
2011-01-24 23:00:00,124.02879167126588
2011-01-25 00:00:00,41.183430298544764
2011-01-25 01:00:00,43.28114561555516
2011-01-25 02:00:00,41.845303907007725
2011-01-25 04:00:00,42.10944192884368
2011-01-25 05:00:00,43.86148975894687
2011-01-25 06:00:00,47.743707112151206
2011-01-25 07:00:00,49.73017985116966
2011-01-25 08:00:00,56.8072484854204
2011-01-25 09:00:00,71.368881682491
2011-01-25 10:00:00,80.99161077004813
2011-01-25 11:00:00,86.99119458068189
2011-01-25 12:00:00,100.51218987405227
2011-01-25 13:00:00,104.56963706151343
2011-01-25 14:00:00,132.18621265513846
2011-01-25 15:00:00,147.93255824662225
2011-01-25 16:00:00,154.77607499530967
2011-01-25 17:00:00,140.21831805855265
2011-01-25 18:00:00,152.45258106314785
2011-01-25 19:00:00,123.47691848585637
2011-01-25 20:00:00,114.48842401689684
2011-01-25 21:00:00,119.78477971152536
2011-01-25 22:00:00,123.39339220324793
2011-01-25 23:00:00,139.3906217319133
2011-01-26 00:00:00,46.38413745700423
2011-01-26 01:00:00,52.46234241832781
2011-01-26 02:00:00,38.01703421362169
2011-01-26 05:00:00,34.6563793631643
2011-01-26 06:00:00,36.25962016040167
2011-01-26 07:00:00,39.622278262615765
2011-01-26 08:00:00,41.45524679993609
2011-01-26 09:00:00,43.37301040220793
2011-01-26 10:00:00,42.41644549719017
2011-01-26 11:00:00,44.134245331394226
2011-01-26 12:00:00,46.17594224176974
2011-01-26 13:00:00,48.31209021259813
2011-01-26 14:00:00,50.88640767897453
2011-01-26 15:00:00,53.65620706843778
2011-01-26 16:00:00,55.331954565891046
2011-01-26 17:00:00,56.26270809577035
2011-01-27 16:00:00,104.27160184711813
2011-01-27 17:00:00,108.60401447409413
2011-01-27 18:00:00,94.13277254068575
2011-01-27 19:00:00,98.48745424914775
2011-01-27 20:00:00,94.29585983805178
2011-01-27 21:00:00,98.65808613753731
2011-01-27 22:00:00,103.22211364357206
2011-01-27 23:00:00,101.4022708420066
2011-01-28 00:00:00,41.99482117295386
2011-01-28 01:00:00,43.937546056925115
2011-01-28 02:00:00,46.27980436108414
2011-01-28 03:00:00,48.53131601839838
2011-01-28 05:00:00,48.61539769318002
2011-01-28 06:00:00,50.414164304236536
2011-01-28 07:00:00,48.025520546698175
2011-01-28 08:00:00,50.24723196791104
2011-01-28 09:00:00,40.22682894119202
2011-01-28 10:00:00,42.228806972298514
2011-01-28 11:00:00,40.99501681489022
2011-01-28 12:00:00,42.89148969084569
2011-01-28 13:00:00,44.87569540968486
2011-01-28 14:00:00,58.342959569803284
2011-01-28 15:00:00,74.81566114421982
2011-01-28 16:00:00,80.0681735582759
2011-01-28 17:00:00,90.01876756473003
2011-01-28 18:00:00,93.97827038793766
2011-01-28 19:00:00,106.39342155204382
2011-01-28 20:00:00,117.17532429112609
2011-01-28 21:00:00,112.44453940046495
2011-01-28 22:00:00,128.00925627599628
2011-01-28 23:00:00,139.2593680255542
2011-01-29 00:00:00,46.37815983202676
2011-01-29 01:00:00,48.25264623769452
2011-01-29 02:00:00,50.148193496627286
2011-01-29 03:00:00,50.31278456363331
2011-01-29 04:00:00,46.19847443454456
2011-01-29 06:00:00,53.708208301234194
2011-01-29 07:00:00,58.88461301008089
2011-01-29 08:00:00,67.50662462369893
2011-01-29 09:00:00,67.59235476233685
2011-01-29 10:00:00,72.62149362276058
2011-01-29 11:00:00,75.30848425067026
2011-01-29 12:00:00,85.9056688645363
2011-01-29 13:00:00,98.04064599194274
2011-01-29 14:00:00,96.58363954772547
2011-01-29 15:00:00,85.95368471834917
2011-01-29 16:00:00,102.1067101136157
2011-01-29 17:00:00,107.91304766244603
2011-01-29 18:00:00,97.35395874461037
2011-01-29 19:00:00,111.20551732882583
2011-01-29 20:00:00,94.67978034605521
