datetime,count
2011-01-20 00:00:00,12.314092561519814
2011-01-20 01:00:00,18.426848326299957
2011-01-20 02:00:00,25.82039766687566
2011-01-20 03:00:00,34.27286875527176
2011-01-20 04:00:00,41.66641809584746
2011-01-20 05:00:00,32.799859738755956
2011-01-20 06:00:00,33.099657582830574
2011-01-20 07:00:00,50.92057179030343
2011-01-20 08:00:00,59.390084264960336
2011-01-20 09:00:00,88.89678087323148
2011-01-20 10:00:00,101.31852391153707
2011-01-20 11:00:00,133.28157205649256
2011-01-20 12:00:00,156.77981056154331
2011-01-20 13:00:00,148.9057206574892
2011-01-20 14:00:00,163.91751630775642
2011-01-20 15:00:00,179.48078027891435
2011-01-20 16:00:00,170.36272309539007
2011-01-20 17:00:00,179.13220506450497
2011-01-20 18:00:00,155.55212927443176
2011-01-20 19:00:00,151.71556689837684
2011-01-20 20:00:00,161.6991688509141
2011-01-20 21:00:00,161.47266959849165
2011-01-20 22:00:00,157.06472372693761
2011-01-20 23:00:00,165.26569598890092
2011-01-21 00:00:00,0
2011-01-21 01:00:00,0
2011-01-21 02:00:00,0
2011-01-21 03:00:00,0
2011-01-21 04:00:00,0
2011-01-21 05:00:00,32.482848858037144
2011-01-21 06:00:00,44.06410287511501
2011-01-21 07:00:00,51.344247879671684
2011-01-21 08:00:00,67.88711203515271
2011-01-21 09:00:00,67.47584990759793
2011-01-21 10:00:00,83.19424975543056
2011-01-21 11:00:00,110.18180282058705
2011-01-21 12:00:00,148.92390005663728
2011-01-21 13:00:00,159.83610829925888
2011-01-21 14:00:00,157.81180261223562
2011-01-21 15:00:00,147.60045825185176
2011-01-21 16:00:00,155.29217480357877
2011-01-21 17:00:00,151.42102670089457
2011-01-21 18:00:00,147.579505596668
2011-01-21 19:00:00,154.41893312559563
2011-01-21 20:00:00,148.17492816727082
2011-01-21 21:00:00,137.5399077175187
2011-01-21 22:00:00,129.65323220126774
2011-01-21 23:00:00,144.140250381827
2011-01-22 00:00:00,0
2011-01-22 01:00:00,0
2011-01-22 02:00:00,0
2011-01-22 03:00:00,0
2011-01-22 04:00:00,0
2011-01-22 06:00:00,2.3429887585458467
2011-01-22 07:00:00,0
2011-01-22 08:00:00,5.361093014372658
2011-01-22 09:00:00,26.65893458323581
2011-01-22 10:00:00,46.09182084513639
2011-01-22 11:00:00,66.29665789365751
2011-01-22 12:00:00,76.966567304502
2011-01-22 13:00:00,91.70182895849672
2011-01-22 14:00:00,106.51700824821852
2011-01-22 15:00:00,129.53570228452685
2011-01-22 16:00:00,138.52525379831022
2011-01-22 17:00:00,150.04925451526083
2011-01-22 18:00:00,122.6261112310738
2011-01-22 19:00:00,130.85671049149482
2011-01-22 20:00:00,108.9402338687394
2011-01-22 21:00:00,127.1446122517141
2011-01-22 22:00:00,121.95339989986486
2011-01-22 23:00:00,99.8385046332575
2011-01-23 00:00:00,0
2011-01-23 01:00:00,0
2011-01-23 02:00:00,0
2011-01-23 03:00:00,0
2011-01-23 05:00:00,0
2011-01-23 06:00:00,0
2011-01-23 07:00:00,0
2011-01-23 08:00:00,0
2011-01-23 09:00:00,22.699840862078272
2011-01-23 10:00:00,61.490974079188646
2011-01-23 11:00:00,75.99503364600872
2011-01-23 12:00:00,103.47299875183397
2011-01-23 13:00:00,110.78277075484836
2011-01-23 14:00:00,137.058981191858
2011-01-23 15:00:00,144.45253053243368
2011-01-23 16:00:00,155.47994539438096
2011-01-23 17:00:00,154.9552789308072
2011-01-23 18:00:00,148.30435661285748
2011-01-23 19:00:00,156.2367886621271
2011-01-23 20:00:00,143.49745156942805
2011-01-23 21:00:00,149.81503777592252
2011-01-23 22:00:00,145.94388967323832
2011-01-23 23:00:00,138.625723864139
2011-01-24 00:00:00,0
2011-01-24 01:00:00,0
2011-01-24 03:00:00,0
2011-01-24 04:00:00,0
2011-01-24 05:00:00,0
2011-01-24 06:00:00,0
2011-01-24 07:00:00,0
2011-01-24 08:00:00,10.637692231311483
2011-01-24 09:00:00,41.79619124322683
2011-01-24 10:00:00,55.56531705384259
2011-01-24 11:00:00,55.12442792783017
2011-01-24 12:00:00,88.86852377764315
2011-01-24 13:00:00,99.89622129610794
2011-01-24 14:00:00,101.03335171654534
2011-01-24 15:00:00,119.01901471640986
2011-01-24 16:00:00,111.51428374887146
2011-01-24 17:00:00,103.6572352310782
2011-01-24 18:00:00,93.11857773108429
2011-01-24 19:00:00,112.30283895489947
2011-01-24 20:00:00,107.90567641223568
2011-01-24 21:00:00,108.32068087563596
2011-01-24 22:00:00,124.72870589370055
2011-01-24 23:00:00,137.6550285705883
2011-01-25 00:00:00,0
